#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-21T02:42:53 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-21T02:42:54	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	A	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	PA	(F6.1)	[-160/90]? Position angle of major axis	[ucd=pos.posAng]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_[3.6]	(F6.3)	? Mean error on [3.6]	[ucd=stat.error]
#Column	[4.5]	(F6.3)	? Spitzer/IRAC 4.5um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_[4.5]	(F6.3)	? Growth-curve fitting error in [4.5]	[ucd=stat.error]
#Column	c31	(F6.3)	[1/]? r(75%)/r(25%) concentration index at 3.6um	[ucd=meta.code;spect.index;em.IR.3-4um]
#Column	c42	(F6.3)	? 5*log10(r(80%)/r(20%)) concentration index at 3.6um	[ucd=meta.code;spect.index;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	M4.5	(F7.3)	? Absolute magnitude at 4.5um	[ucd=phys.magAbs;em.IR.4-8um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dmean	(F6.3)	? Standard deviation of Dmean	[ucd=stat.error]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	e_TT	(F4.1)	? Error on TT	[ucd=stat.error]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_Vr	(F4.1)	? Mean error on Vr	[ucd=stat.error]
#Column	S4G	(A3)	See the NASA/IPAC details for this galaxy	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	A	Name	RAJ2000	DEJ2000	amaj	PA	ell	[3.6]	e_[3.6]	[4.5]	e_[4.5]	c31	c42	M3.6	M4.5	logM*	Dmean	e_Dmean	TT	e_TT	Vr	e_Vr	S4G	Simbad	NED	LEDA
     791	 	NGC1035   	039.87144	-08.13296	 87.1	 -34.3	 0.601	11.539	 0.001	11.921	 0.001	 2.626	 2.661	-19.792	-19.410	10.009	 18.460	 3.068	 5.2	 1.0	 1245.2	 4.9	S4G	Simbad	NED	LEDA
     792	 	NGC1036   	040.12070	+19.29701	 57.3	 -28.3	 0.137	13.048	 0.015	13.460	 0.001	 4.436	 3.896	-17.198	-16.786	 8.994	 11.200	      	 0.0	 2.0	  789.9	 4.0	S4G	Simbad	NED	LEDA
     793	 	NGC1042   	040.09982	-08.43352	159.4	   3.1	 0.212	11.133	 0.001	11.533	 0.001	 2.452	 2.425	-18.740	-18.340	 9.603	  9.431	 4.143	 6.0	 0.4	 1370.6	 3.6	S4G	Simbad	NED	LEDA
     794	 	NGC1047   	040.13673	-08.14768	 56.1	 -76.4	 0.247	13.573	 0.002	14.063	 0.029	 3.444	 3.351	-17.757	-17.267	 9.275	       	      	-0.5	 1.7	 1340.0	24.7	S4G	Simbad	NED	LEDA
     795	 	NGC1051   	040.26039	-06.93583	 79.8	  49.2	 0.397	13.075	 0.001	13.463	 0.007	 3.082	 3.044	-17.931	-17.544	 9.269	 15.900	      	 8.8	 1.0	 1296.2	 6.7	S4G	Simbad	NED	LEDA
     796	 	NGC1052   	040.27003	-08.25580	163.8	 -48.3	 0.248	10.042	 0.001	10.492	 0.004	 6.522	 5.068	-21.406	-20.956	10.705	 19.482	 1.509	-4.7	 0.8	 1471.6	 8.5	S4G	Simbad	NED	LEDA
     797	 	NGC1055   	040.43815	+00.44387	276.6	 -75.8	 0.429	 9.489	 0.001	 9.871	 0.001	 4.699	 4.185	-21.615	-21.233	10.739	 16.630	 3.785	 3.1	 0.4	  994.3	 3.4	S4G	Simbad	NED	LEDA
     798	 	NGC1068   	040.66962	-00.01331	287.8	 -80.0	 0.002	 7.949	 0.006	 7.908	 0.004	 7.438	 5.210	-22.703	-22.743	10.861	 13.500	 3.051	 3.0	 0.3	 1141.2	 3.6	S4G	Simbad	NED	LEDA
     799	 	NGC1073   	040.91883	+01.37610	152.1	   0.5	 0.111	11.287	 0.001	11.709	 0.001	 2.666	 2.749	-19.623	-19.200	 9.972	 15.200	      	 5.3	 0.7	 1208.4	 3.5	S4G	Simbad	NED	LEDA
     800	 	NGC1076   	040.87176	-14.75421	 63.2	 -76.5	 0.248	12.374	 0.001	12.750	 0.007	 3.853	 3.633	-19.822	-19.446	10.017	       	      	 0.2	 1.3	 2102.9	 5.7	S4G	Simbad	NED	LEDA
     801	 	NGC1079   	040.93471	-29.00327	135.4	  77.0	 0.375	11.005	 0.001	11.461	 0.002	 4.523	 4.205	-21.074	-20.618	10.578	 26.050	12.940	 0.6	 1.1	 1433.0	 5.5	S4G	Simbad	NED	LEDA
     802	 	NGC1084   	041.49954	-07.57847	124.8	  55.9	 0.238	10.223	 0.001	10.553	 0.001	 2.666	 2.802	-21.411	-21.081	10.619	 21.225	 4.996	 4.9	 0.5	 1409.0	 3.5	S4G	Simbad	NED	LEDA
     803	 	NGC1087   	041.60510	-00.49884	127.1	   0.7	 0.366	10.847	 0.001	11.211	 0.001	 2.850	 2.898	-20.370	-20.005	10.228	 17.512	 2.204	 5.2	 0.8	 1519.2	 3.6	S4G	Simbad	NED	LEDA
     804	 	NGC1090   	041.64131	-00.24714	122.0	 -82.1	 0.562	11.705	 0.002	12.156	 0.002	 2.951	 3.021	-20.843	-20.391	10.481	 32.324	 4.090	 3.8	 0.7	 2757.8	 3.4	S4G	Simbad	NED	LEDA
     805	 	NGC1097   	041.57894	-30.27472	362.4	 -52.1	 0.368	 8.702	 0.001	 9.117	 0.001	 9.265	 5.630	-22.807	-22.392	11.240	 20.038	 5.277	 3.3	 0.5	 1271.2	 3.7	S4G	Simbad	NED	LEDA
     806	 	IC2627    	167.47243	-23.72592	 96.4	 -41.4	 0.113	11.520	 0.001	11.961	 0.001	 3.173	 3.180	-19.814	-19.372	10.062	 18.480	 9.017	 4.6	 0.7	 2089.8	 3.4	S4G	Simbad	NED	LEDA
     807	 	IC2763    	170.57685	+13.06513	 49.0	 -81.6	 0.721	14.811	 0.019	15.209	 0.008	 2.932	 2.903	-17.007	-16.609	 8.907	       	      	 6.0	 0.5	 1573.1	 5.1	S4G	Simbad	NED	LEDA
     808	A	IC2764    	171.77102	-28.98017	 83.0	  -2.0	 0.156	11.880	 0.001	12.363	 0.001	 4.483	 4.077	-19.800	-19.317	10.087	       	      	-0.1	 1.0	 1672.9	 7.9	S4G	Simbad	NED	LEDA
     809	 	IC2828    	171.79563	+08.73107	 31.6	  55.5	 0.368	14.830	 0.003	15.177	 0.002	 3.079	 3.160	-16.091	-15.744	 8.503	       	      	 3.6	 5.0	 1043.5	 5.0	S4G	Simbad	NED	LEDA
     810	 	IC2963    	177.35236	-05.11842	 60.8	 -78.6	 0.684	13.649	 0.001	14.068	 0.001	 3.370	 3.210	-18.192	-17.773	 9.396	       	      	-0.9	 0.5	 1673.0	 8.1	S4G	Simbad	NED	LEDA
     811	 	IC2969    	178.13040	-03.87235	 43.9	 -87.3	 0.311	13.457	 0.002	13.863	 0.002	 2.590	 2.597	-18.739	-18.334	 9.606	 27.500	      	 3.9	 0.7	 1582.0	 6.9	S4G	Simbad	NED	LEDA
     812	 	IC2995    	181.44573	-27.94027	112.7	 -64.2	 0.703	12.320	 0.001	12.725	 0.001	 2.741	 2.786	-19.291	-18.886	 9.826	 21.000	 3.297	 5.5	 0.9	 1847.7	 5.6	S4G	Simbad	NED	LEDA
     813	 	IC2996    	181.45247	-29.97231	 67.9	  25.6	 0.723	13.559	 0.003	13.968	 0.005	 2.640	 2.744	-18.869	-18.459	 9.661	 30.587	 5.298	 3.5	 1.3	 2256.0	11.8	S4G	Simbad	NED	LEDA
     814	 	IC3005    	181.80922	-30.02467	 79.9	 -20.7	 0.699	12.311	 0.001	12.685	 0.001	 3.411	 3.291	-19.815	-19.442	10.013	 26.629	 3.303	 5.6	 0.9	 1721.4	 4.0	S4G	Simbad	NED	LEDA
     815	 	IC3021    	182.47747	+13.05008	 34.0	   4.4	 0.284	15.206	 0.005	15.640	 0.008	 2.647	 2.682	-17.627	-17.193	 9.182	       	      	 9.0	 0.5	 2533.2	 4.7	S4G	Simbad	NED	LEDA
     816	 	IC3023    	182.50738	+14.36680	 28.4	 -40.2	 0.343	16.194	 0.003	16.524	 0.003	 2.846	 2.799	-14.349	-14.019	 7.794	       	      	 9.7	 0.6	  819.6	 3.1	S4G	Simbad	NED	LEDA
     817	 	IC3033    	182.79156	+13.58759	 35.6	   0.0	 0.419	15.206	 0.004	15.659	 0.005	 2.919	 2.888	-16.106	-15.653	 8.587	 18.300	      	 7.7	 1.2	  264.7	 3.9	S4G	Simbad	NED	LEDA
     818	 	IC3044    	183.20217	+13.97630	 71.5	  66.9	 0.640	14.217	 0.006	14.739	 0.001	 3.078	 3.059	-17.022	-16.501	 9.005	 17.700	      	 6.0	 0.4	 -183.8	 4.4	S4G	Simbad	NED	LEDA
     819	 	IC3059    	183.72953	+13.46079	 52.1	   3.6	 0.293	14.634	 0.005	15.150	 0.015	 2.716	 2.766	-13.826	-13.309	 7.722	       	      	 9.8	 0.5	  259.6	 4.5	S4G	Simbad	NED	LEDA
     820	 	IC3061    	183.76867	+14.02914	 71.2	 -60.6	 0.761	13.243	 0.003	13.670	 0.004	 3.260	 3.186	-19.955	-19.527	10.108	 43.600	 4.194	 5.2	 0.5	 2316.1	 4.2	S4G	Simbad	NED	LEDA
     821	 	IC3099    	184.28839	+12.45396	 60.7	  -7.3	 0.770	14.255	 0.002	14.674	 0.005	 3.133	 3.120	-18.552	-18.133	 9.541	 36.417	 1.341	 6.1	 1.2	 2131.2	 4.6	S4G	Simbad	NED	LEDA
     822	 	IC3102    	184.35763	+06.69009	105.9	 -61.7	 0.408	11.727	 0.001	12.206	 0.001	 4.627	 4.172	-20.574	-20.095	10.394	 28.850	 1.344	-0.9	 0.9	 2238.4	 5.1	S4G	Simbad	NED	LEDA
     823	 	IC3105    	184.39071	+12.38792	 52.4	  27.5	 0.689	15.253	 0.019	15.601	 0.027	 2.431	 2.446	-15.493	-15.145	 8.265	 14.100	      	 9.8	 0.9	 -164.0	 3.4	S4G	Simbad	NED	LEDA
     824	 	IC3115    	184.49950	+06.65428	 64.0	 -20.1	 0.096	13.613	 0.001	14.089	 0.001	 2.819	 2.848	-17.818	-17.342	 9.290	 19.333	 3.356	 5.5	 0.7	  732.7	 4.5	S4G	Simbad	NED	LEDA
     825	 	IC3155    	184.93883	+06.00588	 58.6	  50.3	 0.208	13.410	 0.003	13.939	 0.004	 4.254	 3.927	-19.142	-18.612	 9.858	       	      	-2.0	 0.4	 2292.0	12.1	S4G	Simbad	NED	LEDA
     826	 	IC3215    	185.54425	+26.05187	 66.9	 -88.5	 0.728	15.133	 0.001	15.572	 0.002	 2.447	 2.523	-15.946	-15.507	 8.513	       	      	 8.0	 0.5	 1018.8	 3.9	S4G	Simbad	NED	LEDA
     827	 	IC3229    	185.71981	+06.67971	 39.8	  49.0	 0.635	14.931	 0.001	15.374	 0.004	 2.675	 2.681	-16.839	-16.396	 8.873	       	      	 4.0	 0.3	 1539.4	 6.5	S4G	Simbad	NED	LEDA
     828	 	IC3247    	185.80815	+28.89354	 74.0	  -6.1	 0.833	14.456	 0.002	14.890	 0.003	 2.782	 2.787	-17.540	-17.106	 9.147	 25.071	 0.844	 6.5	 0.8	  570.4	 5.4	S4G	Simbad	NED	LEDA
     829	 	IC3258    	185.93534	+12.47838	 74.5	 -84.9	 0.409	13.866	 0.001	14.279	 0.001	 2.878	 2.939	-16.986	-16.572	 8.910	 14.800	 2.828	 9.7	 0.9	 -430.5	 3.9	S4G	Simbad	NED	LEDA
     830	 	IC3259    	185.95201	+07.18687	 68.6	  19.0	 0.486	13.422	 0.015	13.871	 0.005	 2.853	 2.870	-18.215	-17.766	 9.428	 21.250	 0.071	 7.9	 1.0	 1420.8	 4.7	S4G	Simbad	NED	LEDA
     831	 	IC3267    	186.02300	+07.04130	 55.7	  -4.9	 0.073	13.400	 0.194	13.954	 0.037	 3.148	 3.228	-17.909	-17.355	 9.384	       	      	 5.9	 0.4	 1232.4	 5.8	S4G	Simbad	NED	LEDA
     832	 	IC3268    	186.03186	+06.60700	 55.8	  57.4	 0.173	13.551	 0.016	13.996	 0.011	 3.181	 3.345	-18.141	-17.696	 9.396	 21.800	      	10.0	 2.0	  727.0	 6.5	S4G	Simbad	NED	LEDA
     833	 	IC3298    	186.26573	+17.01570	 41.2	 -20.3	 0.659	14.769	 0.001	15.182	 0.001	 2.678	 2.666	-18.001	-17.588	 9.315	       	      	 5.2	 2.5	 2434.0	10.0	S4G	Simbad	NED	LEDA
     834	 	IC3311    	186.38782	+12.26067	 65.6	 -46.6	 0.749	13.986	 0.002	14.410	 0.003	 2.557	 2.551	-17.642	-17.218	 9.181	 21.167	 0.153	 7.4	 1.1	 -141.2	 4.9	S4G	Simbad	NED	LEDA
     835	 	IC3322    	186.47566	+07.55511	 84.0	 -24.6	 0.683	13.085	 0.001	13.497	 0.001	 3.057	 3.050	-18.698	-18.286	 9.594	 22.729	 2.920	 6.3	 1.1	 1200.6	 4.7	S4G	Simbad	NED	LEDA
     836	 	NGC3389   	162.11624	+12.53325	 98.6	 -70.9	 0.530	11.867	 0.001	12.277	 0.001	 2.945	 2.919	-19.773	-19.364	10.022	 21.286	 2.214	 5.3	 0.6	 1303.0	 3.6	S4G	Simbad	NED	LEDA
     837	 	NGC3395   	162.45891	+32.98295	 76.0	  19.6	 0.301	12.153	 0.002	12.553	 0.002	 3.099	 3.123	-19.901	-19.502	10.066	 25.760	 2.217	 5.8	 0.6	 1620.3	 3.7	S4G	Simbad	NED	LEDA
     838	 	NGC3396   	162.47999	+32.99068	139.7	 -77.0	 0.668	12.367	 0.003	12.751	 0.008	 5.869	 4.877	-19.614	-19.230	 9.939	 24.900	 4.384	 9.4	 1.5	 1622.4	 7.7	S4G	Simbad	NED	LEDA
     839	 	NGC3403   	163.47866	+73.69034	106.0	  74.9	 0.607	12.160	 0.001	12.616	 0.001	 2.970	 3.067	-19.981	-19.525	10.140	 26.800	 4.603	 4.0	 0.3	 1262.2	 3.9	S4G	Simbad	NED	LEDA
     840	 	NGC3413   	162.83640	+32.76614	 53.9	   3.0	 0.330	13.081	 0.001	13.492	 0.003	 3.723	 3.478	-17.967	-17.555	 9.301	 16.200	      	-1.5	 1.3	  645.0	 6.2	S4G	Simbad	NED	LEDA
     841	 	NGC3414   	162.81757	+27.97510	146.6	   9.0	 0.132	10.566	 0.001	10.903	 0.011	 6.945	 5.199	-21.748	-21.411	10.759	 29.025	 5.366	-2.0	 0.6	 1414.0	 7.9	S4G	Simbad	NED	LEDA
     842	 	NGC3423   	162.80967	+05.84010	124.6	  45.4	 0.120	11.197	 0.001	11.603	 0.001	 2.887	 2.905	-18.990	-18.584	 9.706	 10.900	 0.800	 6.0	 0.3	 1011.1	 4.6	S4G	Simbad	NED	LEDA
     843	 	NGC3424   	162.94289	+32.90077	102.4	 -72.8	 0.665	11.418	 0.001	11.770	 0.001	 4.376	 4.054	-20.910	-20.559	10.434	 29.225	 1.415	 3.1	 0.5	 1505.3	 6.0	S4G	Simbad	NED	LEDA
     844	 	NGC3430   	163.04747	+32.95043	105.1	  31.4	 0.381	11.334	 0.001	11.757	 0.001	 2.856	 2.875	-20.990	-20.567	10.519	 29.167	 3.021	 5.1	 0.7	 1583.7	 3.0	S4G	Simbad	NED	LEDA
     845	 	NGC3432   	163.12894	+36.61843	236.1	  37.9	 0.782	11.527	 0.001	11.875	 0.002	 2.857	 2.934	-19.032	-18.683	 9.681	 12.933	 3.129	 8.9	 0.5	  613.4	 3.3	S4G	Simbad	NED	LEDA
     846	 	NGC3433   	163.01604	+10.14836	 91.4	  78.2	 0.129	12.049	 0.001	12.526	 0.001	 3.038	 3.062	-20.934	-20.457	10.537	 39.500	      	 5.3	 0.6	 2720.0	 2.7	S4G	Simbad	NED	LEDA
     847	 	NGC3437   	163.14905	+22.93417	 79.2	 -61.7	 0.533	11.264	 0.001	11.648	 0.001	 3.047	 3.058	-20.707	-20.323	10.377	 24.785	 2.775	 5.3	 0.6	 1279.3	 4.0	S4G	Simbad	NED	LEDA
     848	 	NGC3440   	163.45628	+57.11866	 55.5	  49.2	 0.584	14.044	 0.002	14.448	 0.002	 3.990	 3.632	-19.114	-18.709	 9.755	 42.800	 0.000	 3.0	 0.5	 1908.9	 4.4	S4G	Simbad	NED	LEDA
     849	 	NGC3443   	163.25023	+17.57388	 77.1	 -36.5	 0.507	14.023	 0.001	14.476	 0.001	 2.967	 2.945	-17.717	-17.264	 9.232	 22.283	 2.661	 6.6	 0.7	 1132.0	 7.9	S4G	Simbad	NED	LEDA
     850	 	NGC3445   	163.64811	+56.99082	 56.6	 -67.1	 0.093	12.871	 0.014	13.259	 0.005	 2.795	 2.812	-18.890	-18.502	 9.653	 22.500	 8.650	 8.9	 0.9	 2006.9	 6.6	S4G	Simbad	NED	LEDA
     851	 	NGC3447   	163.34977	+16.77335	103.6	  13.9	 0.441	13.397	 0.002	13.904	 0.013	 2.920	 3.081	-18.119	-17.612	 9.433	 20.100	      	 8.8	 0.7	 1069.5	 4.0	S4G	Simbad	NED	LEDA
     852	 	NGC3447A  	163.37423	+16.78536	 61.6	 -81.6	 0.731	15.887	 0.077	16.339	 0.003	 2.331	 2.324	-15.198	-14.746	 8.224	       	      	 9.9	 0.4	 1095.5	 4.4	S4G	Simbad	NED	LEDA
     853	 	NGC3448   	163.66270	+54.30552	100.6	  62.5	 0.619	11.886	 0.001	12.255	 0.002	 4.363	 3.935	-20.060	-19.691	10.107	 24.500	      	 1.8	 2.5	 1378.8	 6.1	S4G	Simbad	NED	LEDA
     854	 	NGC3454   	163.62275	+17.34374	 96.4	 -62.7	 0.785	12.861	 0.004	13.290	 0.002	 2.642	 2.646	-19.261	-18.833	 9.832	 26.580	 3.023	 5.5	 0.9	 1109.3	 4.7	S4G	Simbad	NED	LEDA
     855	 	NGC3455   	163.62952	+17.28472	 75.7	  67.6	 0.476	12.867	 0.001	13.274	 0.003	 2.685	 2.778	-19.446	-19.039	 9.890	 29.014	 5.005	 3.1	 0.8	 1105.4	 3.0	S4G	Simbad	NED	LEDA
     856	 	NGC3468   	164.37995	+40.94616	 79.9	  12.3	 0.391	12.465	 0.001	12.981	 0.001	 6.126	 4.750	-22.720	-22.204	11.280	       	      	-2.0	 0.4	       	    	S4G	Simbad	NED	LEDA
     857	 	ESO581-025	228.37885	-20.67489	109.7	  57.6	 0.667	11.566	 0.001	11.924	 0.001	 3.727	 3.561	-20.815	-20.457	10.401	 29.933	 2.839	 6.9	 1.1	 2270.4	 4.8	S4G	Simbad	NED	LEDA
     858	 	ESO582-004	230.19153	-18.34901	 51.2	 -36.0	 0.433	14.376	 0.006	14.882	 0.001	 3.279	 3.216	-18.068	-17.562	 9.412	 30.817	 2.502	 5.0	 2.0	 2215.0	 5.2	S4G	Simbad	NED	LEDA
     859	 	ESO601-007	330.59029	-21.04117	 54.1	 -31.5	 0.702	14.896	 0.002	15.318	 0.004	 2.655	 2.706	-16.599	-16.176	 8.762	 19.900	 3.349	 8.2	 1.6	 1789.2	 4.3	S4G	Simbad	NED	LEDA
     860	 	ESO601-025	332.55210	-18.86445	 68.0	  73.9	 0.638	14.475	 0.002	15.016	 0.009	 2.841	 2.853	-17.579	-17.038	 9.242	 25.750	 4.172	 8.6	 1.1	 1727.8	 5.6	S4G	Simbad	NED	LEDA
     861	 	NGC3368   	161.69035	+11.81997	345.5	  -3.3	 0.406	 8.830	 0.001	 9.338	 0.001	 5.699	 4.833	-21.348	-20.840	10.725	 10.856	 1.561	 2.2	 0.7	  891.7	 2.8	S4G	Simbad	NED	LEDA
     862	 	NGC3370   	161.76698	+17.27373	 91.1	 -37.4	 0.451	11.747	 0.001	12.143	 0.004	 3.419	 3.424	-20.442	-20.047	10.280	 27.412	 3.267	 5.1	 1.1	 1281.1	 3.6	S4G	Simbad	NED	LEDA
     863	 	NGC3377A  	161.84295	+14.06938	 66.4	  52.6	 0.051	13.992	 0.120	14.466	 0.005	 2.633	 2.582	-15.300	-14.825	 8.281	  7.215	 2.991	 8.9	 0.3	  573.0	 3.0	S4G	Simbad	NED	LEDA
     864	 	NGC3380   	162.05077	+28.60190	 56.9	  47.3	 0.033	12.428	 0.001	12.905	 0.001	 3.947	 3.850	-19.497	-19.021	 9.961	       	      	 1.0	 0.5	 1604.0	 5.1	S4G	Simbad	NED	LEDA
     865	 	NGC3381   	162.10365	+34.71141	 69.7	  51.7	 0.132	12.553	 0.001	12.963	 0.004	 3.003	 3.059	-19.446	-19.035	 9.892	       	      	 3.2	 1.3	 1629.3	 4.0	S4G	Simbad	NED	LEDA
     866	 	NGC3504   	165.79679	+27.97265	106.0	 -41.7	 0.066	10.568	 0.001	10.862	 0.001	10.084	 5.890	-20.942	-20.649	10.404	 20.050	 9.122	 2.1	 0.5	 1539.4	 4.1	S4G	Simbad	NED	LEDA
     867	 	NGC3507   	165.85572	+18.13550	114.0	  67.7	 0.075	11.080	 0.001	11.555	 0.002	 3.305	 3.501	-19.914	-19.438	10.127	 15.800	 5.657	 3.1	 0.4	  979.1	 3.4	S4G	Simbad	NED	LEDA
     868	 	NGC3510   	165.93090	+28.88713	107.5	 -17.4	 0.781	13.323	 0.002	13.733	 0.002	 3.171	 3.161	-17.420	-17.010	 9.081	 14.080	 4.926	 8.6	 1.1	  704.1	 3.2	S4G	Simbad	NED	LEDA
     869	 	NGC3511   	165.84921	-23.08670	204.0	  77.3	 0.634	10.555	 0.001	10.956	 0.001	 3.258	 3.228	-20.218	-19.817	10.194	 14.277	 1.566	 5.1	 0.4	 1106.3	 3.5	S4G	Simbad	NED	LEDA
     870	 	NGC3512   	166.01229	+28.03683	 54.2	 -41.8	 0.144	12.185	 0.001	12.668	 0.001	 3.149	 3.148	-19.805	-19.322	10.089	 25.000	      	 5.1	 0.5	 1371.9	 3.9	S4G	Simbad	NED	LEDA
     871	 	NGC3513   	165.94222	-23.24562	 98.9	  76.4	 0.185	11.662	 0.001	12.104	 0.001	 2.755	 2.734	-18.933	-18.491	 9.710	 13.153	 4.810	 5.1	 0.4	 1195.1	 6.5	S4G	Simbad	NED	LEDA
     872	 	NGC3521   	166.45241	-00.03594	411.3	 -18.5	 0.434	 8.202	 0.001	 8.656	 0.001	 3.920	 3.842	-22.208	-21.754	11.030	 12.078	 2.835	 4.0	 0.2	  800.4	 3.3	S4G	Simbad	NED	LEDA
     873	 	NGC3522   	166.66862	+20.08558	 71.2	 -68.8	 0.500	12.855	 0.001	13.353	 0.001	 6.587	 4.985	-19.177	-18.680	 9.849	 25.500	      	-4.9	 0.4	 1221.0	11.5	S4G	Simbad	NED	LEDA
     874	 	NGC3526   	166.73651	+07.17414	108.0	  55.7	 0.793	13.253	 0.005	13.661	 0.010	 2.708	 2.762	-19.462	-19.054	 9.896	 34.914	15.254	 5.2	 0.7	 1417.3	 4.1	S4G	Simbad	NED	LEDA
     875	 	NGC3547   	167.48306	+10.72093	 59.2	   5.2	 0.514	12.874	 0.001	13.271	 0.001	 2.547	 2.565	-19.288	-18.891	 9.819	 27.067	 4.612	 3.1	 0.7	 1584.0	 4.1	S4G	Simbad	NED	LEDA
     876	 	NGC3549   	167.73703	+53.38777	 96.9	  37.8	 0.606	11.706	 0.001	12.152	 0.001	 2.540	 2.514	-21.339	-20.893	10.675	 40.638	 4.438	 5.1	 0.7	 2856.5	 4.4	S4G	Simbad	NED	LEDA
     877	 	NGC3556   	167.87910	+55.67401	261.1	  80.7	 0.638	 9.480	 0.001	 9.867	 0.001	 2.810	 2.929	-21.300	-20.913	10.616	 14.320	 3.250	 6.0	 0.3	  697.1	 2.8	S4G	Simbad	NED	LEDA
     878	 	NGC3583   	168.54554	+48.31862	 91.8	 -57.0	 0.258	10.966	 0.001	11.395	 0.001	 3.614	 3.709	-21.477	-21.048	10.718	 30.800	 2.675	 3.1	 0.4	 2139.2	 5.1	S4G	Simbad	NED	LEDA
     879	 	NGC3589   	168.80678	+60.70102	 49.3	  55.9	 0.454	14.408	 0.002	14.865	 0.002	 2.424	 2.460	-18.044	-17.588	 9.366	       	      	 7.0	 0.5	 1969.0	 4.6	S4G	Simbad	NED	LEDA
     880	 	NGC3592   	168.61374	+17.25999	 73.1	 -63.2	 0.714	13.324	 0.002	13.788	 0.003	 3.072	 3.065	-18.796	-18.333	 9.672	 26.557	 4.146	 5.3	 0.6	 1301.6	 5.6	S4G	Simbad	NED	LEDA
     881	 	NGC3593   	168.65408	+12.81815	181.1	  87.6	 0.499	 9.992	 0.001	10.405	 0.003	 5.534	 4.465	-18.710	-18.296	 9.600	  5.500	      	-0.4	 0.9	  629.3	 3.8	S4G	Simbad	NED	LEDA
     882	 	NGC3596   	168.77582	+14.78706	112.4	 -78.6	 0.076	11.164	 0.001	11.581	 0.001	 3.002	 3.042	-19.781	-19.363	10.032	 15.450	10.677	 5.2	 0.5	 1192.5	 2.8	S4G	Simbad	NED	LEDA
